0,3.616305844,3.852565858,4.395370975,4.473572253,4.099911298,4.117183267,3.613377614,4.211114077,3.670976706,3.796482403,4.142483905,3.838198943,4.318404458,4.565369979,3.675228252,3.882891345,3.782843967,4.295074837,4.341091889,3.973211661,4.147850267,4.130847951,4.203559884,4.945892819
3.616305844,0,2.03889262,3.164368085,3.403661417,2.553495588,2.526214075,1.55679748,2.794260793,1.646399936,1.922117194,2.404621801,2.220893973,2.690514352,3.648558934,1.677585179,2.035156778,1.98693725,2.721705294,3.024792086,2.332196595,2.698477315,2.528995238,2.662344987,4.032915086
3.852565858,2.03889262,0,3.459329524,3.583566116,2.853324527,2.832791154,2.005791369,3.05400462,2.039884324,2.220374744,2.825950425,2.572175901,3.152814007,3.876474498,2.095396526,2.456305401,2.308032509,2.579669143,3.321424096,2.679713649,2.96856674,2.722918203,2.976098631,4.263366804
4.395370975,3.164368085,3.459329524,0,4.302737452,3.817161793,3.847559634,3.266788143,3.979275097,3.134153865,3.43750029,3.329380299,3.55833628,3.409233373,4.55139103,3.325811467,3.404157635,3.470922864,3.935470019,3.865254553,3.730451958,3.897354227,3.823008472,3.902142061,4.561596058
4.473572253,3.403661417,3.583566116,4.302737452,0,3.834883959,3.938934312,3.385646589,3.844160022,3.442117032,3.545369891,3.881640439,3.704982312,4.146689694,4.429918636,3.446909247,3.678047767,3.324131971,4.033579791,4.097710245,3.763247999,3.783737895,3.800691481,4.038558614,4.779616719
4.099911298,2.553495588,2.853324527,3.817161793,3.834883959,0,3.210132463,2.536941087,3.318652113,2.594090048,2.736445335,3.222242646,2.872140869,3.528662676,4.040812979,2.612559711,2.90763366,2.823069732,3.285976968,3.389439406,3.096968772,3.245242572,3.174928767,3.250419715,4.198103137
4.117183267,2.526214075,2.832791154,3.847559634,3.938934312,3.210132463,0,2.500236892,3.395603173,2.561056676,2.742212626,3.217728557,2.864162745,3.519572888,4.096985472,2.565390305,2.875064105,2.769600043,3.384659825,3.642603934,3.053319593,3.323486863,3.199357071,3.329330692,4.557513742
3.613377614,1.55679748,2.005791369,3.266788143,3.385646589,2.536941087,2.500236892,0,2.759540805,1.689230499,1.888203824,2.427128905,2.198126205,2.836551123,3.634337363,1.648073774,2.05606556,1.963823141,2.776702687,3.075095344,2.342108872,2.682270428,2.512671326,2.680988684,4.08466021
4.211114077,2.794260793,3.05400462,3.979275097,3.844160022,3.318652113,3.395603173,2.759540805,0,2.864769801,2.987043091,3.440256237,2.948416317,3.706058162,4.061063513,2.828009211,3.11617483,2.960261214,3.592641304,3.788239794,3.281481708,3.157492434,3.351858677,3.52683247,4.634294729
3.670976706,1.646399936,2.039884324,3.134153865,3.442117032,2.594090048,2.561056676,1.689230499,2.864769801,0,1.968924358,2.578374083,2.325249269,2.834368296,3.710795847,1.790292579,2.000505834,2.038425082,2.717660091,2.941049491,2.44718175,2.738602945,2.523256268,2.718991361,3.924951037
3.796482403,1.922117194,2.220374744,3.43750029,3.545369891,2.736445335,2.742212626,1.888203824,2.987043091,1.968924358,0,2.734689054,2.471936046,3.024579697,3.826929183,1.988622754,2.334095783,2.233662551,2.750200457,2.955818736,2.595632242,2.909165906,2.560131804,2.871227861,4.181848606
4.142483905,2.404621801,2.825950425,3.329380299,3.881640439,3.222242646,3.217728557,2.427128905,3.440256237,2.578374083,2.734689054,0,3.000663753,2.912616158,4.173339313,2.617395574,2.835954999,2.823806732,3.29456957,3.398786312,3.105225376,3.338592361,3.180408146,3.343559322,4.525121216
3.838198943,2.220893973,2.572175901,3.55833628,3.704982312,2.872140869,2.864162745,2.198126205,2.948416317,2.325249269,2.471936046,3.000663753,0,3.290624117,3.694694602,2.273320942,2.616232108,2.465649753,3.181195184,3.397830019,2.787562692,2.929005308,2.965346089,3.073700767,4.343080206
4.318404458,2.690514352,3.152814007,3.409233373,4.146689694,3.528662676,3.519572888,2.836551123,3.706058162,2.834368296,3.024579697,2.912616158,3.290624117,0,4.351744952,2.961215853,3.126610096,3.154319139,3.589032207,3.493890719,3.403513182,3.621335603,3.504718378,3.618804239,4.566648489
4.565369979,3.648558934,3.876474498,4.55139103,4.429918636,4.040812979,4.096985472,3.634337363,4.061063513,3.710795847,3.826929183,4.173339313,3.694694602,4.351744952,0,3.710782298,3.918837601,3.765810705,4.328100848,4.355394386,3.953119826,3.945893312,4.171644317,4.237609661,4.9926018
3.675228252,1.677585179,2.095396526,3.325811467,3.446909247,2.612559711,2.565390305,1.648073774,2.828009211,1.790292579,1.988622754,2.617395574,2.273320942,2.961215853,3.710782298,0,2.076758748,2.041434409,2.842045512,3.191608918,2.414100384,2.751752354,2.57882839,2.747451888,4.161404413
3.882891345,2.035156778,2.456305401,3.404157635,3.678047767,2.90763366,2.875064105,2.05606556,3.11617483,2.000505834,2.334095783,2.835954999,2.616232108,3.126610096,3.918837601,2.076758748,0,2.409732748,3.095308813,3.412329705,2.728292498,3.032732877,2.847316198,3.029042046,4.32655118
3.782843967,1.98693725,2.308032509,3.470922864,3.324131971,2.823069732,2.769600043,1.963823141,2.960261214,2.038425082,2.233662551,2.823806732,2.465649753,3.154319139,3.765810705,2.041434409,2.409732748,0,3.013874613,3.298644039,2.519396882,2.796693824,2.707563717,2.934673977,4.085365156
4.295074837,2.721705294,2.579669143,3.935470019,4.033579791,3.285976968,3.384659825,2.776702687,3.592641304,2.717660091,2.750200457,3.29456957,3.181195184,3.589032207,4.328100848,2.842045512,3.095308813,3.013874613,0,3.530063555,3.288005157,3.517381888,3.252125045,3.486684506,4.608715742
4.341091889,3.024792086,3.321424096,3.865254553,4.097710245,3.389439406,3.642603934,3.075095344,3.788239794,2.941049491,2.955818736,3.398786312,3.397830019,3.493890719,4.355394386,3.191608918,3.412329705,3.298644039,3.530063555,0,3.582010249,3.665668694,3.615519837,3.566935215,4.263793408
3.973211661,2.332196595,2.679713649,3.730451958,3.763247999,3.096968772,3.053319593,2.342108872,3.281481708,2.44718175,2.595632242,3.105225376,2.787562692,3.403513182,3.953119826,2.414100384,2.728292498,2.519396882,3.288005157,3.582010249,0,3.162003059,3.076094725,3.132000995,4.353342992
4.147850267,2.698477315,2.96856674,3.897354227,3.783737895,3.245242572,3.323486863,2.682270428,3.157492434,2.738602945,2.909165906,3.338592361,2.929005308,3.621335603,3.945893312,2.751752354,3.032732877,2.796693824,3.517381888,3.665668694,3.162003059,0,3.213326649,3.451187428,4.427585877
4.130847951,2.528995238,2.722918203,3.823008472,3.800691481,3.174928767,3.199357071,2.512671326,3.351858677,2.523256268,2.560131804,3.180408146,2.965346089,3.504718378,4.171644317,2.57882839,2.847316198,2.707563717,3.252125045,3.615519837,3.076094725,3.213326649,0,3.346705073,4.483823049
4.203559884,2.662344987,2.976098631,3.902142061,4.038558614,3.250419715,3.329330692,2.680988684,3.52683247,2.718991361,2.871227861,3.343559322,3.073700767,3.618804239,4.237609661,2.747451888,3.029042046,2.934673977,3.486684506,3.566935215,3.132000995,3.451187428,3.346705073,0,4.066380206
4.945892819,4.032915086,4.263366804,4.561596058,4.779616719,4.198103137,4.557513742,4.08466021,4.634294729,3.924951037,4.181848606,4.525121216,4.343080206,4.566648489,4.9926018,4.161404413,4.32655118,4.085365156,4.608715742,4.263793408,4.353342992,4.427585877,4.483823049,4.066380206,0
